Tools	Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers	Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
2	Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0	781750	1	OK	0.0002705	0.7347520	-0.6782651	0.0097854	-43.328	-67.232	-140.218	0.0388237	0	Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0	781750	1	OK	0.2132441	-0.7981472	0.4403898	-0.3514895	-161.779	50.758	33.558	0.0886136	0
2	Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0	781758	1	OK	0.0002553	0.7347513	-0.6782658	0.0098001	-43.327	-67.230	-140.218	0.0388054	0	Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0	781758	1	OK	0.2114679	-0.7986694	0.4394283	-0.3525781	-159.813	51.161	34.283	0.0917114	0
2	Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0	781766	1	OK	0.0002501	0.7347516	-0.6782653	0.0098079	-43.326	-67.229	-140.221	0.0387154	0	Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0	781766	1	OK	0.2096182	-0.7992658	0.4384809	-0.3535095	-157.914	51.407	34.861	0.0951346	0
2	Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0	781774	1	OK	0.0002497	0.7347488	-0.6782682	0.0098193	-43.324	-67.230	-140.221	0.0387719	0	Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0	781774	1	OK	0.2074766	-0.7994501	0.4377694	-0.3552336	-156.072	51.533	35.240	0.0940150	0
2	Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0	781782	1	OK	0.0002447	0.7347483	-0.6782686	0.0098264	-43.326	-67.229	-140.222	0.0388387	0	Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0	781782	1	OK	0.2064918	-0.7989716	0.4383515	-0.3561650	-154.439	51.587	35.585	0.0943537	0
2	Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0	781790	1	OK	0.0002528	0.7347461	-0.6782711	0.0098222	-43.328	-67.227	-140.223	0.0387210	0	Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0	781790	1	OK	0.2060066	-0.7989221	0.4381112	-0.3568520	-152.975	51.726	35.905	0.0959924	0
2	Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0	781798	1	OK	0.0002480	0.7347452	-0.6782720	0.0098264	-43.328	-67.225	-140.225	0.0386427	0	Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0	781798	1	OK	0.2054522	-0.7991198	0.4371790	-0.3578707	-151.736	51.935	36.101	0.0980296	0
2	Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0	781806	1	OK	0.0002434	0.7347454	-0.6782717	0.0098329	-43.326	-67.224	-140.226	0.0385342	0	Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0	781806	1	OK	0.2044424	-0.7993357	0.4362282	-0.3591250	-150.627	52.043	36.107	0.0953723	0
2	Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0	781814	1	OK	0.0002484	0.7347468	-0.6782701	0.0098397	-43.328	-67.224	-140.226	0.0384838	0	Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0	781814	1	OK	0.2038226	-0.7990237	0.4366846	-0.3596166	-149.595	52.053	35.967	0.0927319	0
2	Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0	781822	1	OK	0.0002373	0.7347471	-0.6782696	0.0098475	-43.327	-67.222	-140.228	0.0385412	0	Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0	781822	1	OK	0.2034973	-0.7995108	0.4354815	-0.3601765	-148.796	52.138	35.933	0.0968355	0
