Tools,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463142,1,OK,0.0038360,-0.6861413,0.7268649,0.0293750,-112.186,56.533,-142.970,0.0362459,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463142,1,OK,-0.1398872,0.7192940,-0.5486267,0.4025624,-76.818,-21.361,27.557,0.0978321,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463150,1,OK,0.0038473,-0.6861371,0.7268700,0.0293442,-112.184,56.526,-142.970,0.0358211,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463150,1,OK,-0.1398940,0.7210938,-0.5535166,0.3925210,-78.013,-20.884,27.065,0.1003922,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463158,1,OK,0.0038730,-0.6861378,0.7268706,0.0293087,-112.182,56.517,-142.968,0.0355439,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463158,1,OK,-0.1363514,0.7236961,-0.5573785,0.3834077,-78.975,-20.546,26.456,0.1057140,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463166,1,OK,0.0038931,-0.6861384,0.7268707,0.0292906,-112.178,56.507,-142.965,0.0349193,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463166,1,OK,-0.1347204,0.7262571,-0.5614431,0.3730721,-80.006,-20.328,25.843,0.1144782,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463174,1,OK,0.0039339,-0.6861371,0.7268726,0.0292677,-112.173,56.494,-142.961,0.0344269,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463174,1,OK,-0.1338715,0.7266592,-0.5674053,0.3634501,-80.737,-20.165,25.431,0.1125399,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463182,1,OK,0.0039662,-0.6861415,0.7268690,0.0292506,-112.166,56.480,-142.951,0.0341030,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463182,1,OK,-0.1304464,0.7268008,-0.5722629,0.3567345,-80.970,-20.327,25.172,0.1151640,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463190,1,OK,0.0040046,-0.6861533,0.7268581,0.0292378,-112.161,56.468,-142.943,0.0337711,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463190,1,OK,-0.1264375,0.7243539,-0.5801728,0.3503206,-80.892,-20.668,24.891,0.1153882,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463198,1,OK,0.0040122,-0.6861694,0.7268424,0.0292511,-112.155,56.454,-142.936,0.0332767,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463198,1,OK,-0.1222864,0.7257672,-0.5827506,0.3445429,-80.754,-21.296,24.740,0.1233395,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463206,1,OK,0.0040217,-0.6861841,0.7268282,0.0292569,-112.146,56.439,-142.928,0.0326560,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463206,1,OK,-0.1199154,0.7233660,-0.5893484,0.3391612,-80.454,-21.883,24.874,0.1229722,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463214,1,OK,0.0040767,-0.6861967,0.7268171,0.0292302,-112.143,56.429,-142.926,0.0326372,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463214,1,OK,-0.1138092,0.7221256,-0.5942469,0.3353397,-79.925,-22.502,25.029,0.1260213,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463222,1,OK,0.0040683,-0.6862107,0.7268033,0.0292445,-112.139,56.420,-142.915,0.0326427,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463222,1,OK,-0.1114318,0.7181090,-0.6008627,0.3329661,-79.573,-23.152,25.405,0.1182810,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463230,1,OK,0.0040825,-0.6862220,0.7267929,0.0292362,-112.137,56.413,-142.910,0.0326394,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463230,1,OK,-0.1088798,0.7165111,-0.6030414,0.3333137,-79.134,-23.784,25.894,0.1166940,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463238,1,OK,0.0040564,-0.6862404,0.7267749,0.0292552,-112.136,56.405,-142.907,0.0327124,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463238,1,OK,-0.1052511,0.7144274,-0.6052004,0.3350345,-78.455,-24.603,26.269,0.1179504,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463246,1,OK,0.0040351,-0.6862521,0.7267630,0.0292806,-112.136,56.402,-142.905,0.0327988,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463246,1,OK,-0.1023370,0.7105391,-0.6094288,0.3365381,-77.730,-25.601,26.431,0.1133929,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463254,1,OK,0.0040139,-0.6862654,0.7267502,0.0292893,-112.137,56.400,-142.900,0.0331414,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463254,1,OK,-0.0993084,0.7093562,-0.6097669,0.3393169,-77.011,-26.812,26.512,0.1105182,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463262,1,OK,0.0039658,-0.6862808,0.7267344,0.0293270,-112.138,56.399,-142.899,0.0330893,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463262,1,OK,-0.0932063,0.7092504,-0.6073986,0.3454612,-75.999,-28.391,26.444,0.1128517,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463270,1,OK,0.0039159,-0.6862941,0.7267205,0.0293664,-112.138,56.397,-142.896,0.0331154,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463270,1,OK,-0.0868900,0.7072593,-0.6072919,0.3513275,-74.861,-30.124,26.214,0.1130944,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463278,1,OK,0.0038863,-0.6862994,0.7267146,0.0293929,-112.143,56.399,-142.899,0.0335776,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463278,1,OK,-0.0841568,0.7037322,-0.6097625,0.3547794,-73.799,-31.859,25.890,0.1089961,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463286,1,OK,0.0038452,-0.6862849,0.7267262,0.0294504,-112.150,56.410,-142.895,0.0342165,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463286,1,OK,-0.0825823,0.6999276,-0.6124715,0.3579947,-72.722,-33.657,25.579,0.1028087,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463294,1,OK,0.0037645,-0.6862853,0.7267229,0.0295311,-112.149,56.414,-142.886,0.0344368,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463294,1,OK,-0.0777615,0.6976268,-0.6126754,0.3631788,-71.458,-35.423,25.196,0.1014042,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463302,1,OK,0.0037372,-0.6863006,0.7267073,0.0295645,-112.152,56.416,-142.889,0.0348505,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463302,1,OK,-0.0754048,0.6941341,-0.6144192,0.3673977,-70.389,-36.970,24.941,0.1005103,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463310,1,OK,0.0036705,-0.6862932,0.7267112,0.0296488,-112.155,56.424,-142.886,0.0353903,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463310,1,OK,-0.0754991,0.6901307,-0.6177851,0.3692709,-69.415,-38.252,24.753,0.0938450,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463318,1,OK,0.0036341,-0.6862800,0.7267215,0.0297066,-112.156,56.433,-142.878,0.0359601,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463318,1,OK,-0.0759443,0.6862253,-0.6207618,0.3714594,-68.276,-39.578,24.839,0.0919777,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463326,1,OK,0.0035972,-0.6862814,0.7267184,0.0297517,-112.157,56.438,-142.873,0.0365044,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463326,1,OK,-0.0742201,0.6826397,-0.6238588,0.3732218,-66.881,-40.698,25.171,0.0923863,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463334,1,OK,0.0035362,-0.6862843,0.7267132,0.0298209,-112.157,56.443,-142.870,0.0369092,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463334,1,OK,-0.0772509,0.6789823,-0.6280054,0.3723232,-65.948,-41.477,25.380,0.0863709,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463342,1,OK,0.0034986,-0.6862781,0.7267173,0.0298687,-112.158,56.451,-142.863,0.0376936,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463342,1,OK,-0.0799218,0.6776582,-0.6278372,0.3744494,-65.175,-42.170,25.594,0.0838035,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463350,1,OK,0.0034486,-0.6862692,0.7267240,0.0299143,-112.161,56.461,-142.855,0.0388099,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463350,1,OK,-0.0733138,0.6853090,-0.6143122,0.3841837,-63.606,-43.644,26.531,0.1209096,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463358,1,OK,0.0033913,-0.6862622,0.7267286,0.0299718,-112.160,56.469,-142.846,0.0394218,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463358,1,OK,-0.0773953,0.6678449,-0.6293939,0.3896875,-62.265,-44.368,26.764,0.0780449,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463366,1,OK,0.0033500,-0.6862752,0.7267155,0.0299956,-112.158,56.472,-142.842,0.0399895,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463366,1,OK,-0.0789543,0.6635387,-0.6314959,0.3933137,-60.973,-45.450,27.588,0.0756309,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463374,1,OK,0.0033155,-0.6862748,0.7267150,0.0300215,-112.160,56.478,-142.837,0.0409098,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463374,1,OK,-0.0793391,0.6598306,-0.6314576,0.3994873,-59.649,-46.312,28.592,0.0754744,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463382,1,OK,0.0032794,-0.6862656,0.7267220,0.0300642,-112.157,56.486,-142.825,0.0415922,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463382,1,OK,-0.0773507,0.6573224,-0.6298872,0.4064311,-58.170,-47.141,29.676,0.0750865,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463390,1,OK,0.0032599,-0.6862722,0.7267151,0.0300829,-112.155,56.490,-142.819,0.0422379,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463390,1,OK,-0.0764485,0.6548013,-0.6284336,0.4128705,-56.740,-47.895,30.685,0.0724350,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463398,1,OK,0.0032596,-0.6862778,0.7267093,0.0300953,-112.152,56.492,-142.814,0.0427834,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463398,1,OK,-0.0759696,0.6526198,-0.6235000,0.4237496,-55.317,-48.596,31.760,0.0733740,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463406,1,OK,0.0032656,-0.6862712,0.7267144,0.0301236,-112.148,56.496,-142.804,0.0434000,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463406,1,OK,-0.0736679,0.6523142,-0.6148147,0.4371065,-53.725,-48.938,33.124,0.0779333,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463414,1,OK,0.0032858,-0.6862692,0.7267156,0.0301365,-112.144,56.499,-142.794,0.0439925,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463414,1,OK,-0.0754450,0.6477808,-0.6102721,0.4497289,-52.130,-49.205,34.591,0.0754446,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463422,1,OK,0.0033314,-0.6862740,0.7267109,0.0301349,-112.137,56.495,-142.786,0.0441993,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463422,1,OK,-0.0790321,0.6426557,-0.6044469,0.4641029,-50.576,-49.513,36.473,0.0769449,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463430,1,OK,0.0034247,-0.6862669,0.7267168,0.0301452,-112.129,56.495,-142.779,0.0439539,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463430,1,OK,-0.0826112,0.6368001,-0.5977723,0.4799263,-48.914,-49.574,38.828,0.0780093,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463438,1,OK,0.0035382,-0.6862577,0.7267252,0.0301377,-112.121,56.492,-142.770,0.0437557,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463438,1,OK,-0.0885503,0.6306008,-0.5917314,0.4943231,-47.557,-49.383,41.299,0.0807729,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463446,1,OK,0.0036529,-0.6862450,0.7267370,0.0301289,-112.110,56.486,-142.757,0.0433482,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463446,1,OK,-0.0968577,0.6237398,-0.5892560,0.5043260,-46.415,-48.789,43.668,0.0779781,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463454,1,OK,0.0037843,-0.6862281,0.7267523,0.0301288,-112.098,56.480,-142.748,0.0423354,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463454,1,Bad Fit,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463462,1,OK,0.0039330,-0.6862134,0.7267662,0.0301101,-112.089,56.473,-142.745,0.0414419,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463462,1,OK,-0.1119202,0.6120548,-0.5764761,0.5296585,-45.232,-47.213,49.182,0.0921581,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463470,1,OK,0.0040891,-0.6861944,0.7267843,0.0300852,-112.078,56.466,-142.737,0.0403959,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463470,1,OK,-0.1269833,0.6008787,-0.5794698,0.5357563,-44.235,-45.588,51.027,0.1187944,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463478,1,OK,0.0042228,-0.6861714,0.7268053,0.0300832,-112.070,56.461,-142.730,0.0391909,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463478,1,OK,-0.1277297,0.6034552,-0.5699752,0.5428216,-44.547,-45.109,52.415,0.0784501,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463486,1,OK,0.0043711,-0.6861661,0.7268110,0.0300459,-112.061,56.452,-142.730,0.0379922,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463486,1,OK,-0.1310992,0.6027793,-0.5621786,0.5508405,-44.607,-43.935,53.846,0.0848359,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463494,1,OK,0.0045221,-0.6861468,0.7268295,0.0300170,-112.050,56.445,-142.728,0.0367186,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463494,1,OK,-0.1361788,0.6015446,-0.5560413,0.5571512,-44.762,-42.678,55.230,0.0829070,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463502,1,OK,0.0046679,-0.6861331,0.7268427,0.0299869,-112.043,56.440,-142.726,0.0356962,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463502,1,OK,-0.1426279,0.6002572,-0.5509100,0.5620024,-45.086,-41.355,56.651,0.0803385,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463510,1,OK,0.0047753,-0.6861363,0.7268408,0.0299443,-112.037,56.430,-142.728,0.0349485,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463510,1,OK,-0.1469138,0.6013870,-0.5440818,0.5663259,-45.583,-40.053,58.076,0.0837425,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463518,1,OK,0.0048778,-0.6861327,0.7268451,0.0299041,-112.029,56.422,-142.728,0.0340794,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463518,1,OK,-0.1521155,0.6019429,-0.5410866,0.5672309,-46.079,-38.732,59.306,0.0836037,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463526,1,OK,0.0049826,-0.6861242,0.7268539,0.0298686,-112.026,56.420,-142.732,0.0334645,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463526,1,OK,-0.1578123,0.6025445,-0.5424239,0.5637479,-46.644,-37.611,59.917,0.0825258,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463534,1,OK,0.0050602,-0.6861280,0.7268514,0.0298284,-112.024,56.416,-142.737,0.0331144,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463534,1,OK,-0.1611300,0.6053494,-0.5433102,0.5589305,-47.236,-36.594,60.340,0.0850722,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463542,1,OK,0.0051183,-0.6861291,0.7268510,0.0298051,-112.020,56.414,-142.737,0.0326504,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463542,1,OK,-0.1648901,0.6080968,-0.5439562,0.5542032,-47.974,-35.480,60.625,0.0863772,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463550,1,OK,0.0051616,-0.6861368,0.7268443,0.0297832,-112.019,56.413,-142.744,0.0323136,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463550,1,OK,-0.1693251,0.6108226,-0.5468236,0.5469997,-48.879,-34.184,60.307,0.0794162,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463558,1,OK,0.0052058,-0.6861412,0.7268413,0.0297458,-112.018,56.411,-142.750,0.0321504,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463558,1,OK,-0.1719260,0.6154715,-0.5503969,0.5373077,-49.842,-32.934,59.371,0.0760643,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463566,1,OK,0.0052243,-0.6861352,0.7268479,0.0297205,-112.020,56.414,-142.754,0.0320932,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463566,1,OK,-0.1722937,0.6211905,-0.5531775,0.5276664,-50.965,-31.552,58.102,0.0765300,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463574,1,OK,0.0052300,-0.6861491,0.7268365,0.0296776,-112.023,56.413,-142.764,0.0321767,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463574,1,OK,-0.1728292,0.6276622,-0.5561900,0.5165491,-52.259,-30.169,56.494,0.0749066,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463582,1,OK,0.0052074,-0.6861565,0.7268309,0.0296467,-112.026,56.415,-142.773,0.0321436,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463582,1,OK,-0.1710306,0.6352509,-0.5589114,0.5047998,-53.706,-28.469,54.314,0.0729803,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463590,1,OK,0.0051820,-0.6861488,0.7268401,0.0296029,-112.034,56.425,-142.785,0.0324609,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463590,1,OK,-0.1703740,0.6467864,-0.5667048,0.4811297,-55.687,-26.713,51.216,0.0658891,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463598,1,OK,0.0051077,-0.6861565,0.7268357,0.0295478,-112.045,56.430,-142.802,0.0328336,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463598,1,OK,-0.1689234,0.6570773,-0.5759662,0.4560452,-57.699,-25.538,48.422,0.0672755,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463606,1,OK,0.0050212,-0.6861651,0.7268305,0.0294888,-112.053,56.436,-142.816,0.0331169,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463606,1,OK,-0.1666788,0.6612698,-0.5877971,0.4352413,-59.109,-24.783,46.417,0.0629543,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463614,1,OK,0.0049184,-0.6861752,0.7268249,0.0294107,-112.063,56.442,-142.830,0.0337462,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463614,1,OK,-0.1617068,0.6662238,-0.5969118,0.4167649,-60.291,-24.616,44.483,0.0665684,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463622,1,OK,0.0047803,-0.6861878,0.7268170,0.0293336,-112.075,56.446,-142.847,0.0343153,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463622,1,OK,-0.1542631,0.6694549,-0.6094689,0.3957029,-61.583,-24.249,42.077,0.0657961,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463630,1,OK,0.0046476,-0.6861968,0.7268137,0.0292253,-112.086,56.447,-142.862,0.0351604,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463630,1,OK,-0.1524235,0.6733283,-0.6204366,0.3720948,-63.349,-24.043,39.978,0.0645613,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463638,1,OK,0.0045215,-0.6862143,0.7268024,0.0291180,-112.096,56.446,-142.878,0.0358833,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463638,1,OK,-0.1487517,0.6774411,-0.6268360,0.3549974,-64.723,-23.613,38.581,0.0717776,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463646,1,OK,0.0043990,-0.6862280,0.7267943,0.0290139,-112.104,56.446,-142.887,0.0365770,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463646,1,OK,-0.1460029,0.6779767,-0.6349659,0.3403659,-65.791,-23.314,37.500,0.0721640,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463654,1,OK,0.0042759,-0.6862330,0.7267942,0.0289176,-112.112,56.444,-142.895,0.0371927,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463654,1,OK,-0.1439312,0.6789230,-0.6421873,0.3254886,-66.978,-23.008,36.400,0.0724799,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463662,1,OK,0.0041619,-0.6862395,0.7267925,0.0288207,-112.119,56.439,-142.905,0.0375424,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463662,1,OK,-0.1460744,0.6782473,-0.6496506,0.3108005,-68.311,-22.659,35.592,0.0695017,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463670,1,OK,0.0040674,-0.6862546,0.7267821,0.0287381,-112.118,56.427,-142.907,0.0375003,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463670,1,OK,-0.1439585,0.6816450,-0.6509028,0.3015984,-69.190,-22.226,35.023,0.0739650,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463678,1,OK,0.0040175,-0.6862588,0.7267809,0.0286762,-112.118,56.421,-142.907,0.0376562,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463678,1,OK,-0.1430337,0.6826653,-0.6539373,0.2930452,-70.024,-21.822,34.558,0.0729695,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463686,1,OK,0.0039840,-0.6862703,0.7267730,0.0286029,-112.119,56.409,-142.908,0.0378165,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463686,1,OK,-0.1448704,0.6809475,-0.6607696,0.2805472,-71.066,-21.530,34.008,0.0688506,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1463694,1,OK,0.0039697,-0.6862744,0.7267714,0.0285503,-112.116,56.399,-142.907,0.0376823,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1463694,1,OK,-0.1451687,0.6802513,-0.6665788,0.2680615,-71.804,-21.378,33.504,0.0694213,0
